recipe_id,food_img
6644488,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/26509b6fb89d8ee86640385a3ad6fab71.jpg
6669079,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/11/734179d7ffdd16eb6cbf86e0be93f1231.jpg
6672600,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/d7eada9fbb75237f1ad93efa2a4e531c1.jpg
6674496,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/06/c6402df71a0ccd5918b358b96d79eb071.jpg
6676418,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/11/0775bae73f1776072229c726be1fbc601.jpg
6680191,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/17/de5ae98355846df35cc2d1bc3cdcb5691.jpg
6689558,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/12/e50a550fb5f660dcf115f6ddd4a23ab71.jpg
6689612,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/17/75a992610e22507e7a39c56c43a0e3861.jpg
6691024,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/16/fddafc085bf616651f149a7e761f75771.jpg
6694536,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/d3653bbe1e86b4ba6b9e21da6179c3381.JPG
6694894,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/038210941ed6b667e85aa7ef8f24000c1.jpg
6694927,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/30/ea2952f372084e538277ee38054bbda71.jpg
6695005,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/1d3f040f49161999312d6183b1619ada1.jpg
6695286,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/468779446f5700ca7fddaec35722aa3d1.jpg
6698889,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/09/b1cbd5f3dec40c22052978650403d05c1.jpg
6701558,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/c3ac2c1cb8500e4619a3bfa69c0d60d21.jpg
6704259,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/18/e8a93d58ea5909d3ae2807975f1d10f51.jpg
6707756,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/12/d248a8ef82231b702e3f268e6c915cc61.jpg
6723371,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/3116c7f91d5db40e5a115268402750151.JPG
6727840,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/010fe34f50d85763cac1e9003d5d31f91.JPG
